"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"34","Montipora_capitata_HIv3___TS.g14660.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"35","Montipora_capitata_HIv3___TS.g21933.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"36","Montipora_capitata_HIv3___TS.g21933.t1","GO:0007631","feeding behavior",145,43,18.15,6.6e-06,"Biological Processes",0.296551724137931
"37","Montipora_capitata_HIv3___TS.g21933.t1","GO:0008306","associative learning",143,35,17.9,0.00014,"Biological Processes",0.244755244755245
"38","Montipora_capitata_HIv3___TS.g21933.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"39","Montipora_capitata_HIv3___TS.g21933.t1","GO:0032570","response to progesterone",43,14,5.38,0.00025,"Biological Processes",0.325581395348837
"40","Montipora_capitata_HIv3___TS.g29955.t2","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"41","Montipora_capitata_HIv3___TS.g29955.t2","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"42","Montipora_capitata_HIv3___TS.g29955.t2","GO:0019722","calcium-mediated signaling",141,29,17.65,0.00025,"Biological Processes",0.205673758865248
"43","Montipora_capitata_HIv3___TS.g29955.t2","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"44","Montipora_capitata_HIv3___TS.g29955.t2","GO:1903351","cellular response to dopamine",57,22,7.14,2e-04,"Biological Processes",0.385964912280702
"45","Montipora_capitata_HIv3___RNAseq.g36257.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"46","Montipora_capitata_HIv3___RNAseq.g4869.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"47","Montipora_capitata_HIv3___RNAseq.g4824.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"48","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"49","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"50","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0007631","feeding behavior",145,43,18.15,6.6e-06,"Biological Processes",0.296551724137931
"51","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"52","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"53","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0032570","response to progesterone",43,14,5.38,0.00025,"Biological Processes",0.325581395348837
"54","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"55","Montipora_capitata_HIv3___RNAseq.g43315.t1","GO:0060259","regulation of feeding behavior",66,20,8.26,1.7e-05,"Biological Processes",0.303030303030303
"56","Montipora_capitata_HIv3___RNAseq.g25611.t1","GO:0006836","neurotransmitter transport",245,51,30.67,8.8e-06,"Biological Processes",0.208163265306122
"57","Montipora_capitata_HIv3___RNAseq.g25611.t1","GO:0035725","sodium ion transmembrane transport",117,29,14.65,9.9e-05,"Biological Processes",0.247863247863248
"58","Montipora_capitata_HIv3___TS.g44720.t1","GO:0009582","detection of abiotic stimulus",159,41,19.9,3e-06,"Biological Processes",0.257861635220126
"59","Montipora_capitata_HIv3___TS.g44720.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"60","Montipora_capitata_HIv3___TS.g42170.t2","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"61","Montipora_capitata_HIv3___RNAseq.g9254.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"62","Montipora_capitata_HIv3___TS.g10085.t1b","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"63","Montipora_capitata_HIv3___RNAseq.g48076.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"64","Montipora_capitata_HIv3___TS.g15044.t2","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"65","Montipora_capitata_HIv3___RNAseq.g29366.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"66","Montipora_capitata_HIv3___RNAseq.g29366.t1","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"67","Montipora_capitata_HIv3___RNAseq.g45695.t1","GO:0035023","regulation of Rho protein signal transduction",72,19,9.01,0.00016,"Biological Processes",0.263888888888889
"68","Montipora_capitata_HIv3___RNAseq.g35040.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"69","Montipora_capitata_HIv3___RNAseq.g35040.t1","GO:0032570","response to progesterone",43,14,5.38,0.00025,"Biological Processes",0.325581395348837
"70","Montipora_capitata_HIv3___RNAseq.g27448.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"71","Montipora_capitata_HIv3___RNAseq.g27448.t1","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"72","Montipora_capitata_HIv3___RNAseq.g49695.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"73","Montipora_capitata_HIv3___RNAseq.g27650.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"74","Montipora_capitata_HIv3___RNAseq.g47247.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"75","Montipora_capitata_HIv3___RNAseq.30680_t","GO:0007618","mating",128,36,16.02,1.5e-06,"Biological Processes",0.28125
"76","Montipora_capitata_HIv3___RNAseq.30680_t","GO:0023041","neuronal signal transduction",20,10,2.5,5.1e-05,"Biological Processes",0.5
"77","Montipora_capitata_HIv3___RNAseq.g24580.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"78","Montipora_capitata_HIv3___RNAseq.g24580.t1","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"79","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0006937","regulation of muscle contraction",110,36,13.77,3.9e-10,"Biological Processes",0.327272727272727
"80","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"81","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"82","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0007618","mating",128,36,16.02,1.5e-06,"Biological Processes",0.28125
"83","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0007619","courtship behavior",68,18,8.51,2.1e-05,"Biological Processes",0.264705882352941
"84","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0007637","proboscis extension reflex",15,9,1.88,1.8e-05,"Biological Processes",0.6
"85","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0009582","detection of abiotic stimulus",159,41,19.9,3e-06,"Biological Processes",0.257861635220126
"86","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"87","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0019228","neuronal action potential",45,23,5.63,7.7e-09,"Biological Processes",0.511111111111111
"88","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0021633","optic nerve structural organization",12,8,1.5,1.8e-05,"Biological Processes",0.666666666666667
"89","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0023041","neuronal signal transduction",20,10,2.5,5.1e-05,"Biological Processes",0.5
"90","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0042749","regulation of circadian sleep/wake cycle",71,34,8.89,4.8e-07,"Biological Processes",0.47887323943662
"91","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0045188","regulation of circadian sleep/wake cycle, non-REM s...",20,12,2.5,1.8e-05,"Biological Processes",0.6
"92","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0045938","positive regulation of circadian sleep/wake cycle, ...",28,13,3.51,0.00022,"Biological Processes",0.464285714285714
"93","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"94","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0048047","mating behavior, sex discrimination",20,12,2.5,6.7e-07,"Biological Processes",0.6
"95","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0048150","behavioral response to ether",12,8,1.5,1.8e-05,"Biological Processes",0.666666666666667
"96","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0050796","regulation of insulin secretion",138,29,17.27,0.00015,"Biological Processes",0.210144927536232
"97","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0050909","sensory perception of taste",32,14,4.01,7.5e-06,"Biological Processes",0.4375
"98","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0050966","detection of mechanical stimulus involved in sensor...",26,14,3.25,4.8e-07,"Biological Processes",0.538461538461538
"99","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0051480","regulation of cytosolic calcium ion concentration",174,59,21.78,7.9e-13,"Biological Processes",0.339080459770115
"100","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0060025","regulation of synaptic activity",22,12,2.75,2.7e-06,"Biological Processes",0.545454545454545
"101","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"102","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0060372","regulation of atrial cardiac muscle cell membrane r...",12,8,1.5,1.8e-05,"Biological Processes",0.666666666666667
"103","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0071286","cellular response to magnesium ion",13,8,1.63,4.2e-05,"Biological Processes",0.615384615384615
"104","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0086050","membrane repolarization during bundle of His cell a...",12,8,1.5,1.8e-05,"Biological Processes",0.666666666666667
"105","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0086052","membrane repolarization during SA node cell action ...",12,8,1.5,1.8e-05,"Biological Processes",0.666666666666667
"106","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:0098914","membrane repolarization during atrial cardiac muscl...",12,8,1.5,1.8e-05,"Biological Processes",0.666666666666667
"107","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:1903351","cellular response to dopamine",57,22,7.14,2e-04,"Biological Processes",0.385964912280702
"108","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:1903818","positive regulation of voltage-gated potassium chan...",14,8,1.75,8.8e-05,"Biological Processes",0.571428571428571
"109","Montipora_capitata_HIv3___RNAseq.g4677.t1","GO:2000288","positive regulation of myoblast proliferation",18,11,2.25,1.5e-06,"Biological Processes",0.611111111111111
"110","Montipora_capitata_HIv3___RNAseq.g27580.t1","GO:0035023","regulation of Rho protein signal transduction",72,19,9.01,0.00016,"Biological Processes",0.263888888888889
"111","Montipora_capitata_HIv3___RNAseq.g7964.t1","GO:0002455","humoral immune response mediated by circulating imm...",18,9,2.25,4e-05,"Biological Processes",0.5
"112","Montipora_capitata_HIv3___TS.g37801.t1","GO:0002455","humoral immune response mediated by circulating imm...",18,9,2.25,4e-05,"Biological Processes",0.5
"113","Montipora_capitata_HIv3___RNAseq.g45546.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"114","Montipora_capitata_HIv3___RNAseq.g45546.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"115","Montipora_capitata_HIv3___RNAseq.g13251.t1","GO:0006836","neurotransmitter transport",245,51,30.67,8.8e-06,"Biological Processes",0.208163265306122
"116","Montipora_capitata_HIv3___RNAseq.g13251.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"117","Montipora_capitata_HIv3___RNAseq.g41160.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"118","Montipora_capitata_HIv3___RNAseq.g41160.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"119","Montipora_capitata_HIv3___RNAseq.g40603.t1","GO:0042053","regulation of dopamine metabolic process",20,10,2.5,5.1e-05,"Biological Processes",0.5
"120","Montipora_capitata_HIv3___RNAseq.g24866.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"121","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"122","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0019991","septate junction assembly",19,9,2.38,0.00021,"Biological Processes",0.473684210526316
"123","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0035095","behavioral response to nicotine",10,7,1.25,4e-05,"Biological Processes",0.7
"124","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"125","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"126","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0060857","establishment of glial blood-brain barrier",7,6,0.88,2.4e-05,"Biological Processes",0.857142857142857
"127","Montipora_capitata_HIv3___RNAseq.g21333.t1","GO:0072347","response to anesthetic",92,26,11.52,3.9e-05,"Biological Processes",0.282608695652174
"128","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0007204","positive regulation of cytosolic calcium ion concen...",145,41,18.15,9.5e-08,"Biological Processes",0.282758620689655
"129","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"130","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0051480","regulation of cytosolic calcium ion concentration",174,59,21.78,7.9e-13,"Biological Processes",0.339080459770115
"131","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"132","Montipora_capitata_HIv3___TS.g17089.t2a","GO:0072347","response to anesthetic",92,26,11.52,3.9e-05,"Biological Processes",0.282608695652174
"133","Montipora_capitata_HIv3___RNAseq.g48116.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"134","Montipora_capitata_HIv3___RNAseq.g48116.t1","GO:0014910","regulation of smooth muscle cell migration",56,12,7.01,4e-05,"Biological Processes",0.214285714285714
"135","Montipora_capitata_HIv3___RNAseq.g48116.t1","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"136","Montipora_capitata_HIv3___RNAseq.g48116.t1","GO:0035023","regulation of Rho protein signal transduction",72,19,9.01,0.00016,"Biological Processes",0.263888888888889
"137","Montipora_capitata_HIv3___TS.g6865.t1b","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"138","Montipora_capitata_HIv3___TS.g21226.t3","GO:0014910","regulation of smooth muscle cell migration",56,12,7.01,4e-05,"Biological Processes",0.214285714285714
"139","Montipora_capitata_HIv3___RNAseq.g12392.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"140","Montipora_capitata_HIv3___RNAseq.g12392.t1","GO:0015747","urate transport",8,6,1,8.5e-05,"Biological Processes",0.75
"141","Montipora_capitata_HIv3___RNAseq.g12392.t1","GO:0043278","response to morphine",37,16,4.63,3.2e-06,"Biological Processes",0.432432432432432
"142","Montipora_capitata_HIv3___RNAseq.g12392.t1","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"143","Montipora_capitata_HIv3___RNAseq.g12392.t1","GO:0072347","response to anesthetic",92,26,11.52,3.9e-05,"Biological Processes",0.282608695652174
"144","Montipora_capitata_HIv3___TS.g28849.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"145","Montipora_capitata_HIv3___RNAseq.g24104.t1","GO:0008306","associative learning",143,35,17.9,0.00014,"Biological Processes",0.244755244755245
"146","Montipora_capitata_HIv3___RNAseq.g24104.t1","GO:0042048","olfactory behavior",103,33,12.89,3.4e-05,"Biological Processes",0.320388349514563
"147","Montipora_capitata_HIv3___RNAseq.g30981.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"148","Montipora_capitata_HIv3___RNAseq.g30981.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"149","Montipora_capitata_HIv3___RNAseq.g30981.t1","GO:0007214","gamma-aminobutyric acid signaling pathway",23,15,2.88,4.9e-09,"Biological Processes",0.652173913043478
"150","Montipora_capitata_HIv3___RNAseq.g30981.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"151","Montipora_capitata_HIv3___RNAseq.g30981.t1","GO:0032570","response to progesterone",43,14,5.38,0.00025,"Biological Processes",0.325581395348837
"152","Montipora_capitata_HIv3___RNAseq.g30981.t1","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"153","Montipora_capitata_HIv3___RNAseq.g30981.t1","GO:1902476","chloride transmembrane transport",63,23,7.89,9e-07,"Biological Processes",0.365079365079365
"154","Montipora_capitata_HIv3___RNAseq.g47825.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"155","Montipora_capitata_HIv3___RNAseq.g38840.t2a","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"156","Montipora_capitata_HIv3___RNAseq.g38840.t2a","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"157","Montipora_capitata_HIv3___RNAseq.g8714.t1","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"158","Montipora_capitata_HIv3___RNAseq.g8714.t1","GO:0050796","regulation of insulin secretion",138,29,17.27,0.00015,"Biological Processes",0.210144927536232
"159","Montipora_capitata_HIv3___TS.g7477.t2","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"160","Montipora_capitata_HIv3___TS.g7477.t2","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"161","Montipora_capitata_HIv3___RNAseq.g27924.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"162","Montipora_capitata_HIv3___RNAseq.g27924.t1","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"163","Montipora_capitata_HIv3___RNAseq.g34565.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"164","Montipora_capitata_HIv3___RNAseq.g49779.t2","GO:0050805","negative regulation of synaptic transmission",84,33,10.52,1.3e-09,"Biological Processes",0.392857142857143
"165","Montipora_capitata_HIv3___RNAseq.g49779.t2","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"166","Montipora_capitata_HIv3___RNAseq.g45283.t1","GO:0060259","regulation of feeding behavior",66,20,8.26,1.7e-05,"Biological Processes",0.303030303030303
"167","Montipora_capitata_HIv3___RNAseq.g20929.t1","GO:0006836","neurotransmitter transport",245,51,30.67,8.8e-06,"Biological Processes",0.208163265306122
"168","Montipora_capitata_HIv3___RNAseq.g20929.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"169","Montipora_capitata_HIv3___RNAseq.g20929.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"170","Montipora_capitata_HIv3___RNAseq.g23364.t1","GO:0002118","aggressive behavior",37,21,4.63,4.4e-07,"Biological Processes",0.567567567567568
"171","Montipora_capitata_HIv3___RNAseq.g23364.t1","GO:0002121","inter-male aggressive behavior",28,13,3.51,1e-05,"Biological Processes",0.464285714285714
"172","Montipora_capitata_HIv3___RNAseq.g23364.t1","GO:0006836","neurotransmitter transport",245,51,30.67,8.8e-06,"Biological Processes",0.208163265306122
"173","Montipora_capitata_HIv3___RNAseq.g23364.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"174","Montipora_capitata_HIv3___RNAseq.g23364.t1","GO:0007214","gamma-aminobutyric acid signaling pathway",23,15,2.88,4.9e-09,"Biological Processes",0.652173913043478
"175","Montipora_capitata_HIv3___RNAseq.g23364.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"176","Montipora_capitata_HIv3___RNAseq.g23364.t1","GO:0042048","olfactory behavior",103,33,12.89,3.4e-05,"Biological Processes",0.320388349514563
