"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","timepoint","count","mean","sd","se","mirna_zscore","mrna_mean_zscore","mrna_sd_zscore","mrna_se_zscore"
"12","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","14_hpf",171.79,6.35460172672026,0.402498748569126,0.201249374284563,-0.463921060929472,-0.606620734794335,0.0718465725312502,0.0718465725312502
"13","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","22_hpf",150.13,6.77267793653466,0.497912124958271,0.248956062479136,-0.465032960664887,-0.429940789339445,0.38130651749125,0.38130651749125
"14","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","28_hpf",439.43,6.18378900384322,0.607418036651555,0.303709018325777,-0.450181963737115,-0.678806575204423,0.736473630194464,0.736473630194464
"15","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","48_hpf",0,6.29646995116824,0.541669881679892,0.270834940839946,-0.472739770788518,-0.63118735373275,0.523228682905639,0.523228682905639
"16","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","72_hpf",481.7,6.51674652807711,0.240743439621777,0.120371719810888,-0.448012065222988,-0.538097977490732,-0.452784154293429,-0.452784154293429
"17","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g33355.t1",0.756860022976523,0.0297001462521203,0.157256412055576,148,-22.11,"2 24","860 886",25,"56.00%","76.00%","V544","V544","red",-0.404617436351363,-0.454349611770925,-0.312708532217527,0.329544821395165,0.492060181143479,0.387950472342654,0.167592668799628,-0.205472563341111,0.0216179067360707,0.00899340883188455,0.0814086930150694,0.0654971664620847,0.00422897175799679,0.0282350490288682,0.359228464273043,0.259246710175593,"MZT1","1_hpf",0,5.5803592769321,0.216081148021199,0.108040574010599,-0.472739770788518,-0.933817333371808,-0.53277284864772,-0.53277284864772
"18","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g33355.t1",0.756860022976523,0.0297001462521203,0.157256412055576,148,-22.11,"2 24","860 886",25,"56.00%","76.00%","V544","V544","red",-0.404617436351363,-0.454349611770925,-0.312708532217527,0.329544821395165,0.492060181143479,0.387950472342654,0.167592668799628,-0.205472563341111,0.0216179067360707,0.00899340883188455,0.0814086930150694,0.0654971664620847,0.00422897175799679,0.0282350490288682,0.359228464273043,0.259246710175593,"MZT1","4_hpf",0,5.29199379023165,0.930930617676726,0.465465308838363,-0.472739770788518,-1.05568123585008,1.78574145098302,1.78574145098302
"19","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g33355.t1",0.756860022976523,0.0297001462521203,0.157256412055576,148,-22.11,"2 24","860 886",25,"56.00%","76.00%","V544","V544","red",-0.404617436351363,-0.454349611770925,-0.312708532217527,0.329544821395165,0.492060181143479,0.387950472342654,0.167592668799628,-0.205472563341111,0.0216179067360707,0.00899340883188455,0.0814086930150694,0.0654971664620847,0.00422897175799679,0.0282350490288682,0.359228464273043,0.259246710175593,"MZT1","9_hpf",2679.01,6.03358039020074,0.39722007890705,0.198610039453525,-0.335214816486857,-0.742285072765886,0.0547259455824101,0.0547259455824101
"20","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g33355.t1",0.756860022976523,0.0297001462521203,0.157256412055576,148,-22.11,"2 24","860 886",25,"56.00%","76.00%","V544","V544","red",-0.404617436351363,-0.454349611770925,-0.312708532217527,0.329544821395165,0.492060181143479,0.387950472342654,0.167592668799628,-0.205472563341111,0.0216179067360707,0.00899340883188455,0.0814086930150694,0.0654971664620847,0.00422897175799679,0.0282350490288682,0.359228464273043,0.259246710175593,"MZT1","14_hpf",12197.22,8.58463493578699,0.294320012563284,0.147160006281642,0.153395302655515,0.335796309015501,-0.279016031404632,-0.279016031404632
"21","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g33355.t1",0.756860022976523,0.0297001462521203,0.157256412055576,148,-22.11,"2 24","860 886",25,"56.00%","76.00%","V544","V544","red",-0.404617436351363,-0.454349611770925,-0.312708532217527,0.329544821395165,0.492060181143479,0.387950472342654,0.167592668799628,-0.205472563341111,0.0216179067360707,0.00899340883188455,0.0814086930150694,0.0654971664620847,0.00422897175799679,0.0282350490288682,0.359228464273043,0.259246710175593,"MZT1","22_hpf",9307.91,9.1097428378937,0.482927509351433,0.241463754675716,0.00507475673992308,0.557708088074474,0.33270601202306,0.33270601202306
"22","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g33355.t1",0.756860022976523,0.0297001462521203,0.157256412055576,148,-22.11,"2 24","860 886",25,"56.00%","76.00%","V544","V544","red",-0.404617436351363,-0.454349611770925,-0.312708532217527,0.329544821395165,0.492060181143479,0.387950472342654,0.167592668799628,-0.205472563341111,0.0216179067360707,0.00899340883188455,0.0814086930150694,0.0654971664620847,0.00422897175799679,0.0282350490288682,0.359228464273043,0.259246710175593,"MZT1","28_hpf",4687.27,8.75020791606419,0.879504033673527,0.439752016836763,-0.23212230666948,0.405767822432075,1.6189465165893,1.6189465165893
"23","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g33355.t1",0.756860022976523,0.0297001462521203,0.157256412055576,148,-22.11,"2 24","860 886",25,"56.00%","76.00%","V544","V544","red",-0.404617436351363,-0.454349611770925,-0.312708532217527,0.329544821395165,0.492060181143479,0.387950472342654,0.167592668799628,-0.205472563341111,0.0216179067360707,0.00899340883188455,0.0814086930150694,0.0654971664620847,0.00422897175799679,0.0282350490288682,0.359228464273043,0.259246710175593,"MZT1","48_hpf",930.36,8.02528659902297,0.235775622750269,0.117887811375135,-0.424980443095044,0.0994144453509189,-0.468896573681649,-0.468896573681649
"24","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g33355.t1",0.756860022976523,0.0297001462521203,0.157256412055576,148,-22.11,"2 24","860 886",25,"56.00%","76.00%","V544","V544","red",-0.404617436351363,-0.454349611770925,-0.312708532217527,0.329544821395165,0.492060181143479,0.387950472342654,0.167592668799628,-0.205472563341111,0.0216179067360707,0.00899340883188455,0.0814086930150694,0.0654971664620847,0.00422897175799679,0.0282350490288682,0.359228464273043,0.259246710175593,"MZT1","72_hpf",160.57,6.54146571321712,0.0962772873960764,0.0481386436980382,-0.464497031152526,-0.52765159432015,-0.921339918780911,-0.921339918780911
"25","Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","1_hpf",43680.84,9.09316876823459,0.116214134850153,0.0581070674250767,1.76958314881915,0.550703849003714,-0.856677541771513,-0.856677541771513
"26","Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","4_hpf",12461.06,7.95779961464067,0.565388464294634,0.282694232147317,0.166939329718852,0.07089429414482,0.600156589120289,0.600156589120289
"27","Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","9_hpf",19970.77,9.08531591361455,0.219220369082633,0.109610184541317,0.552444618825172,0.547385215000238,-0.522591224082558,-0.522591224082558
"28","Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","14_hpf",36248.07,9.69539177373606,0.151832762737898,0.0759163813689491,1.38802751648305,0.805204643992539,-0.741153502660513,-0.741153502660513
"29","Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","22_hpf",31676.93,9.13551566398477,0.491118818076563,0.245559409038281,1.15337149817535,0.568599742277925,0.35927337650758,0.35927337650758
"30","Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","28_hpf",28416.58,9.37571073293473,0.0760808578653494,0.0380404289326747,0.986003894188275,0.670106718002408,-0.986844213959362,-0.986844213959362
"31","Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","48_hpf",35087.72,9.32517771776232,0.295505597002906,0.147752798501453,1.32846182590185,0.648751352270652,-0.275170754051333,-0.275170754051333
"32","Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","72_hpf",12845.22,8.53399564066533,0.129290425499296,0.0646452127496478,0.186659893077901,0.314396029138439,-0.814266421468418,-0.814266421468418
"33","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g26674.t1",0.91442474775924,0.00146786361427023,0.0522870358728847,167,-21.76,"2 23","940 964",23,"69.57%","86.96%","V598","V598","red",-0.394130803741043,-0.369360273310562,-0.38098030731671,0.116770624069897,0.540782273285665,0.17225673252563,0.129028295983418,0.185633458503704,0.0256109985609974,0.0374796132149588,0.0314539735596697,0.524478751344068,0.00139553425247296,0.345816272582889,0.481554050694901,0.30905928817656,"MZT1","1_hpf",1164.82,4.88100991383932,0.250745787695024,0.125372893847512,-0.4129446161345,-1.22936394526824,-0.420342936915338,-0.420342936915338
"34","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g26674.t1",0.91442474775924,0.00146786361427023,0.0522870358728847,167,-21.76,"2 23","940 964",23,"69.57%","86.96%","V598","V598","red",-0.394130803741043,-0.369360273310562,-0.38098030731671,0.116770624069897,0.540782273285665,0.17225673252563,0.129028295983418,0.185633458503704,0.0256109985609974,0.0374796132149588,0.0314539735596697,0.524478751344068,0.00139553425247296,0.345816272582889,0.481554050694901,0.30905928817656,"MZT1","4_hpf",1384.56,4.93479980755338,0.72577581691463,0.362887908457315,-0.401664429252687,-1.20663221534836,1.12035054087431,1.12035054087431
"35","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g26674.t1",0.91442474775924,0.00146786361427023,0.0522870358728847,167,-21.76,"2 23","940 964",23,"69.57%","86.96%","V598","V598","red",-0.394130803741043,-0.369360273310562,-0.38098030731671,0.116770624069897,0.540782273285665,0.17225673252563,0.129028295983418,0.185633458503704,0.0256109985609974,0.0374796132149588,0.0314539735596697,0.524478751344068,0.00139553425247296,0.345816272582889,0.481554050694901,0.30905928817656,"MZT1","9_hpf",1217.73,4.90919240042288,0.506842240255488,0.253421120127744,-0.410228521259117,-1.21745396312747,0.410270097787287,0.410270097787287
"36","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g26674.t1",0.91442474775924,0.00146786361427023,0.0522870358728847,167,-21.76,"2 23","940 964",23,"69.57%","86.96%","V598","V598","red",-0.394130803741043,-0.369360273310562,-0.38098030731671,0.116770624069897,0.540782273285665,0.17225673252563,0.129028295983418,0.185633458503704,0.0256109985609974,0.0374796132149588,0.0314539735596697,0.524478751344068,0.00139553425247296,0.345816272582889,0.481554050694901,0.30905928817656,"MZT1","14_hpf",5497.34,6.15598151185721,0.384437651572222,0.192218825786111,-0.190537975244384,-0.690558083785852,0.0132679298492923,0.0132679298492923
"37","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g26674.t1",0.91442474775924,0.00146786361427023,0.0522870358728847,167,-21.76,"2 23","940 964",23,"69.57%","86.96%","V598","V598","red",-0.394130803741043,-0.369360273310562,-0.38098030731671,0.116770624069897,0.540782273285665,0.17225673252563,0.129028295983418,0.185633458503704,0.0256109985609974,0.0374796132149588,0.0314539735596697,0.524478751344068,0.00139553425247296,0.345816272582889,0.481554050694901,0.30905928817656,"MZT1","22_hpf",7356.25,7.06665836595534,0.288709992497859,0.14435499624893,-0.0951122348399436,-0.305703999453912,-0.29721134705503,-0.29721134705503
"38","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g26674.t1",0.91442474775924,0.00146786361427023,0.0522870358728847,167,-21.76,"2 23","940 964",23,"69.57%","86.96%","V598","V598","red",-0.394130803741043,-0.369360273310562,-0.38098030731671,0.116770624069897,0.540782273285665,0.17225673252563,0.129028295983418,0.185633458503704,0.0256109985609974,0.0374796132149588,0.0314539735596697,0.524478751344068,0.00139553425247296,0.345816272582889,0.481554050694901,0.30905928817656,"MZT1","28_hpf",8642.16,6.23345921026295,1.05547491601759,0.527737458008796,-0.0291010165219649,-0.657815834389806,2.18968346800643,2.18968346800643
"39","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g26674.t1",0.91442474775924,0.00146786361427023,0.0522870358728847,167,-21.76,"2 23","940 964",23,"69.57%","86.96%","V598","V598","red",-0.394130803741043,-0.369360273310562,-0.38098030731671,0.116770624069897,0.540782273285665,0.17225673252563,0.129028295983418,0.185633458503704,0.0256109985609974,0.0374796132149588,0.0314539735596697,0.524478751344068,0.00139553425247296,0.345816272582889,0.481554050694901,0.30905928817656,"MZT1","48_hpf",7442.85,6.17702757669569,0.518760796868962,0.259380398434481,-0.090666689268063,-0.681663969506179,0.448926269628071,0.448926269628071
"40","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g26674.t1",0.91442474775924,0.00146786361427023,0.0522870358728847,167,-21.76,"2 23","940 964",23,"69.57%","86.96%","V598","V598","red",-0.394130803741043,-0.369360273310562,-0.38098030731671,0.116770624069897,0.540782273285665,0.17225673252563,0.129028295983418,0.185633458503704,0.0256109985609974,0.0374796132149588,0.0314539735596697,0.524478751344068,0.00139553425247296,0.345816272582889,0.481554050694901,0.30905928817656,"MZT1","72_hpf",7064.87,6.31620227297625,0.283698038955325,0.141849019477662,-0.110070006996232,-0.62284843020901,-0.313466917564232,-0.313466917564232
