"","miRNA","mRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category"
"17","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g31766.t1",147,-20.39,"2 18","568 585",16,"68.75%","81.25%","V4330","V4330","orange",-0.0327761146106137,0.103314555306697,-0.0601308457274227,-0.0843579289542595,-0.483905841698059,-0.460860854507622,0.325292628137966,0.693424402053314,0.858659659815102,0.573644344838274,0.743732793425598,0.6462094783983,0.00501409687524904,0.00794124887186266,0.0692646813021685,1.08309766840699e-05,"Wave 2 MZT"
"18","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g3329.t1",140,-20.24,"2 9","458 476",7,"100.00%","100.00%","V7852","V7852","black",0.420845240865867,0.403520661889898,0.319115363887006,0.0389453429168999,-0.37342073324196,-0.441237088627283,-0.362637535094709,-0.00513125259571735,0.0164610059827053,0.0220098148413503,0.0750361505968676,0.832401130540842,0.0352762954087089,0.0114735970719243,0.0413707218266993,0.977764224985138,"Wave 2 MZT"
"19","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g33553.t2",153,-21.25,"2 14","626 644",12,"83.33%","91.67%","V12190","V12190","cyan",0.145503569889235,-0.100407588859524,0.417776097896445,0.03685692550744,-0.318821600361715,-0.0470811710142179,-0.359245466353116,0.225419233295453,0.426853665902183,0.58453124286598,0.0173486198552626,0.841271813567961,0.075319617926244,0.7980459272819,0.0434537124054357,0.214801177331699,"Wave 2 MZT"
"20","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g34994.t1",145,-21.09,"2 10","846 864",8,"100.00%","100.00%","V24570","V24570","orange",0.319694454276787,0.400952043639796,-0.0859699427740945,-0.149936937854306,-0.543480722746342,-0.259631032081327,0.137984344677512,0.180387792861974,0.074479778072495,0.0229506378635671,0.639900039663534,0.412745624343187,0.00130597338112611,0.151285867333454,0.451380413557146,0.323170105347576,"Wave 2 MZT"
"21","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g37439.t1",148,-23.05,"2 13","663 681",11,"81.82%","90.91%","V3455","V3455","black",0.370831967699006,0.438584997021983,0.449736276067638,-0.24745101012912,-0.397070482738417,-0.284437440819882,-0.262286936043558,-0.0679073710576497,0.0366685432428443,0.012039564350203,0.00980837206793485,0.172112372388467,0.0244350342055826,0.114612981004454,0.146997706298276,0.711914997418449,"Wave 2 MZT"
"22","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g40697.t1",151,-23.93,"2 12","139 157",10,"90.00%","100.00%","V1856","V1856","darkorange",0.274822357741563,0.419041701834153,0.00419972260319711,-0.668958681440653,-0.33516517162182,0.115942661655603,0.152507157887864,0.037610251340093,0.127943815415101,0.0169778936424916,0.981800179790948,2.84327787692907e-05,0.0607656154711897,0.527443666871259,0.404688207412465,0.838069750703241,"Wave 2 MZT"
"23","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g41680.t1b",152,-23.16,"2 18","192 212",18,"66.67%","83.33%","V25380","V25380","black",0.473071375650368,0.373338099258124,0.420514498670404,-0.0108530042291364,-0.410549634170908,-0.284789624749082,-0.391871691308634,-0.168860019121136,0.00624820383085319,0.0353200651131216,0.016554801050498,0.952989644809447,0.0195967248308275,0.11414520617881,0.0265459343890321,0.355553704881789,"Wave 2 MZT"
"24","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g42718.t1",146,-20.73,"2 11","646 664",9,"88.89%","100.00%","V5638","V5638","darkorange",0.251898290705312,0.457771475213904,0.0449808922519537,-0.699813606325124,-0.267567232748834,0.0560284292687442,0.0169047394353257,0.139797012198718,0.164284627449135,0.0084266366640904,0.806882024603943,8.2883010453187e-06,0.138735463231162,0.760690603647701,0.926833580092127,0.445399546269547,"Wave 2 MZT"
"25","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g43523.t1",152,-20.2,"2 17","569 587",15,"73.33%","80.00%","V25721","V25721","black",0.301522120891819,-0.132267635592358,0.376766216304489,-0.3573067792622,0.046337201567945,-0.276323900639395,-0.0207499664953408,0.0620227432250416,0.0935241723811251,0.470521933231147,0.0335407958907791,0.0446814451732174,0.801173138997768,0.125789942036518,0.910251416177619,0.735951448796934,"Wave 2 MZT"
"26","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g44209.t1",153,-22.81,"2 15","332 351",14,"78.57%","92.86%","V16057","V16057","black",0.400111606753956,0.524994304255849,0.377733803142838,-0.197098310247132,-0.162899098105571,-0.121759631900161,-0.384277738324283,-0.436804935575495,0.02326556974441,0.00203510117283114,0.0330519801165545,0.27958719765791,0.37303385034369,0.506786514565618,0.0298958332015151,0.012432453115322,"Wave 2 MZT"
"27","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g44949.t1",150,-22.31,"2 11","433 451",9,"100.00%","100.00%","V20704","V20704","darkorange",0.176406324177844,0.596061277607224,0.211406297108576,-0.275464051726748,-0.157188944385095,0.0583892806135852,-0.105101761164627,-0.504508422230758,0.334141838306219,0.000318390148439763,0.245438409782116,0.127020038898542,0.390242968330396,0.750917864554885,0.566996690804352,0.00323469113705704,"Wave 2 MZT"
"28","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g47446.t1",185,-45.36,"2 18","388 406",16,"100.00%","100.00%","V6818","V6818","black",0.375836346341594,0.348848962021252,0.364286063017746,-0.0843804093513222,-0.455612186177808,0.0137694995586516,-0.264554049205108,-0.298194226205005,0.0340160690186429,0.0503660412529283,0.0403877807283842,0.646121322336773,0.00878063837634833,0.940376667512671,0.143407629435135,0.0973808148542232,"Wave 2 MZT"
"29","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g49475.t1",153,-22.53,"2 18","165 183",16,"68.75%","81.25%","V10882","V10882","black",0.239703890621965,0.440995717421589,0.179984584724469,-0.286856827422077,-0.457602772856822,0.0831572612061159,0.121962871022835,-0.321344724718075,0.186373880473069,0.0115241625175104,0.324270965453516,0.111428227506757,0.00845385131477489,0.650924677826537,0.506072147237587,0.0729117803035876,"Wave 2 MZT"
"30","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g4947.t1",152,-20.15,"2 17","465 483",15,"66.67%","86.67%","V26988","V26988","black",0.427700621385119,0.299760318889276,0.501882541495938,-0.177423032956749,-0.0960054153639344,-0.164234302466352,-0.511122514552927,-0.280558216430371,0.0146143386839283,0.0955511441811993,0.00342567988233046,0.331318672203802,0.601189038610766,0.369075209598485,0.00279387389440978,0.11986051851126,"Wave 2 MZT"
"31","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g49760.t1",156,-28.88,"2 18","42 62",18,"66.67%","88.89%","V28056","V28056","black",0.492190376566316,0.256627811563671,0.454050346043173,-0.381747619096056,-0.348243766530726,-0.211456378679998,-0.143200016046801,-0.118220753819578,0.00421734805711435,0.156242904557405,0.00904447662616649,0.0310856224219107,0.0507938700314787,0.245323991179614,0.434288076878494,0.51930546996671,"Wave 2 MZT"
"32","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g5403.t1",147,-22.02,"2 17","149 168",16,"68.75%","81.25%","V27515","V27515","darkgreen",0.207473275047728,0.0833508820470787,0.229080186676249,-0.543279822193711,-0.212294838898354,-0.289302887810744,-0.0476566915454231,0.572629896677177,0.254535009271426,0.650163397157705,0.207248707110249,0.00131246346442357,0.243413679791609,0.108276193751584,0.79562888138571,0.000614928627740801,"Wave 2 MZT"
"33","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g6163.t1",144,-20.34,"2 17","70 88",15,"60.00%","80.00%","V6637","V6637","cyan",0.43297599322,0.238199057367148,0.421749024480274,0.252673974928103,-0.403498258552743,-0.306055697889846,-0.45888185477449,-0.177162238778445,0.0133141653108592,0.189237427754997,0.0162069577267343,0.162945834123901,0.0220178808673395,0.088458732523682,0.00824936055656784,0.332041437838487,"Wave 2 MZT"
"34","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g7145.t1",153,-22.03,"2 15","529 548",14,"78.57%","92.86%","V15110","V15110","black",0.547392516515975,0.362292714778523,0.347655958633479,-0.501333156219608,-0.163294351340204,-0.221195744720736,-0.230714566522146,-0.140803371125283,0.00118507856214795,0.0415787327138626,0.0512121666771172,0.00346684685874322,0.371859404351191,0.223745419681657,0.203936781512165,0.442097681580645,"Wave 2 MZT"
"35","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g11648.t1",147,-20.06,"2 17","669 688",16,"62.50%","87.50%","V26427","V26427","black",0.500842240582883,-0.161073264624697,0.400330466279437,-0.173797960741976,-0.366094655654365,-0.0118397029484469,-0.0905626057407647,-0.0978045171520712,0.0035039930471435,0.378487319898301,0.0231832171303835,0.341451727966478,0.0393311021480617,0.948721064010638,0.622060530238736,0.594356672650158,"Wave 2 MZT"
"36","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g11648.t1",159,-24.36,"2 17","773 792",16,"75.00%","93.75%","V26427","V26427","black",0.500842240582883,-0.161073264624697,0.400330466279437,-0.173797960741976,-0.366094655654365,-0.0118397029484469,-0.0905626057407647,-0.0978045171520712,0.0035039930471435,0.378487319898301,0.0231832171303835,0.341451727966478,0.0393311021480617,0.948721064010638,0.622060530238736,0.594356672650158,"Wave 2 MZT"
"37","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g14155.t1",157,-25.2,"2 15","563 582",14,"85.71%","92.86%","V26896","V26896","black",0.397235036649812,0.45051585211372,0.462605484783952,-0.143630091884954,-0.275034495076862,-0.110168518961047,-0.376970987449089,-0.404552280175533,0.0243705420502548,0.00966643122131902,0.0076777871210256,0.43289470177573,0.127637877753782,0.54834355599105,0.0334368611074613,0.0216410267363089,"Wave 2 MZT"
"38","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g14873.t1",185,-45.36,"2 18","7 25",16,"100.00%","100.00%","V23207","V23207","black",0.403789510657441,0.266534960017849,0.454546834731944,-0.119318617216527,-0.166647622359298,-0.0954603792865269,-0.403769190186223,-0.339675496358658,0.0219132094443309,0.140323376844055,0.00895988765828437,0.515405584835528,0.361983366514924,0.60326551703499,0.0219204989502929,0.0571664515354613,"Wave 2 MZT"
"39","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g29049.t1",146,-20.5,"2 16","744 764",16,"68.75%","81.25%","V13353","V13353","black",0.35322101514556,0.427351904500437,-0.0176079865707972,-0.320653965941239,-0.283467601653561,-0.0634742263889049,0.0271167771170764,-0.122485916208571,0.0473597760406344,0.014703898052124,0.923798437218615,0.073564953448284,0.115908529280174,0.729998854038104,0.882879815515792,0.504236004954137,"Wave 2 MZT"
"40","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g31323.t1",140,-25.7,"2 9","111 129",7,"100.00%","100.00%","V23578","V23578","darkorange",0.269347757790203,0.585164764078415,0.0333207763422484,-0.578988477263013,-0.432942824133232,0.0751501014782917,-0.0336778228730932,0.082625724580181,0.136027461960285,0.00043510946957534,0.856334972124016,0.000516863341898677,0.0133220265005306,0.682702178599062,0.854811691111692,0.653016354771672,"Wave 2 MZT"
"41","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g32457.t2",185,-45.36,"2 18","461 479",16,"100.00%","100.00%","V9248","V9248","black",0.468055711098988,0.384500423654668,0.435742833292161,-0.271822040851216,-0.438747612881842,-0.211470025371654,-0.192546651890204,-0.173712637050901,0.00690206016555363,0.02979291867926,0.0126719655405467,0.132328896575358,0.0120041986871301,0.245292819492739,0.291062986280057,0.341692474152542,"Wave 2 MZT"
"42","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g46029.t1",147,-25.62,"2 12","118 136",10,"90.00%","90.00%","V15365","V15365","black",0.481902525755666,0.349362532073786,0.361665060793417,-0.184849875983906,-0.359002881157174,-0.231460842978255,-0.345063364314728,-0.0725531541888061,0.00522507022707136,0.0500052364285788,0.0419595171196954,0.31114218162334,0.0436058403552218,0.202436739892467,0.0530898648016315,0.693127520147607,"Wave 2 MZT"
"43","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g46635.t1",159,-25.14,"2 17","242 261",16,"75.00%","93.75%","V24406","V24406","darkorange",0.343393197914008,0.576405727443658,0.258871228348374,-0.621345616398389,-0.279067133122846,-0.0692937541135172,-0.0964542224752624,-0.112509427596026,0.0543281079680936,0.00055489044273313,0.152529095354342,0.00014746822848033,0.12192433916253,0.706290499014792,0.599481476296555,0.539823895048874,"Wave 2 MZT"
"44","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g50442.t1",142,-20.36,"2 18","178 194",16,"68.75%","75.00%","V3068","V3068","darkgreen",-0.0746450470382703,0.1499822538505,-0.246148042620709,-0.48928107821864,-0.301920479935194,-0.0647548992187398,0.424411995415142,0.602355297765911,0.6847252767613,0.412602786304559,0.174455076474973,0.00448374277408854,0.0930704268698028,0.724759536076493,0.0154773412402866,0.000264467935396149,"Wave 2 MZT"
"45","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g5292.t2",146,-22.25,"2 11","467 485",9,"88.89%","100.00%","V26330","V26330","black",0.41475948524222,0.513943630782649,0.31156685167676,0.00471808596722218,-0.346900678281994,-0.186953551689497,-0.442226384147591,-0.26890743954977,0.0182594829342602,0.00262230090997504,0.0825867358691591,0.979554253412885,0.0517536515195237,0.305570088212564,0.0112682941528128,0.136693509056523,"Wave 2 MZT"
"46","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g5416.t1a",144,-21.65,"2 13","230 248",11,"72.73%","90.91%","V11819","V11819","orange",0.0651048600501328,0.302008259887488,0.289980169203987,0.108576180420685,-0.739171452327876,-0.421185495596222,0.223172338202631,0.171515140159176,0.723329936825935,0.0929706680621102,0.107415390765972,0.554174594516646,1.35152378989197e-06,0.0163649757255279,0.219528563998589,0.347928323893083,"Wave 2 MZT"
"47","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g13466.t1",168,-27.44,"2 23","614 641",25,"68.00%","84.00%","V15526","V15526","black",0.450042773946598,0.345396478454255,0.406460268681376,-0.0935963481720579,-0.0782561971656323,-0.0397764882946171,-0.442986756365886,-0.547283731084034,0.00975235793445615,0.0528455947210256,0.0209723934767652,0.610390112824754,0.67030806040851,0.828876352552353,0.0111126090938457,0.0011883032011034,"Wave 2 MZT"
"48","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g21826.t1",173,-21.53,"2 19","417 441",18,"83.33%","94.44%","V24989","V24989","orange",0.142758323166444,0.395330263198202,0.0945345220433878,-0.0671423585496944,-0.553220559910803,-0.5006689233802,0.0116756017519451,0.476733131680718,0.435721644879235,0.0251256897958074,0.606799843645691,0.715025024299581,0.00102314487834327,0.00351718924009309,0.949430892429203,0.00580492520064787,"Wave 2 MZT"
"49","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g26580.t1",150,-20.69,"2 20","812 836",19,"68.42%","73.68%","V7216","V7216","black",0.306421397868235,0.59826015499829,0.317891956764531,0.0955949547587464,-0.332138676748338,-0.267908852583345,-0.44133951625183,-0.276781418806289,0.0880594644778211,0.000298535582441914,0.076222146034755,0.602752526850047,0.0632789192299385,0.138212863344613,0.0114521957727759,0.125139018551168,"Wave 2 MZT"
"50","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g26581.t1",150,-20.69,"2 20","812 836",19,"68.42%","73.68%","V19479","V19479","cyan",0.37665391170431,0.441951823060776,0.356234668209305,0.221313495610775,-0.413786467861254,-0.364813248323999,-0.347066519559228,-0.270487662840685,0.0335979090564501,0.0113249596390723,0.0453722185777759,0.223492681836897,0.018561620299915,0.040077439475659,0.0516343668951521,0.134314233961018,"Wave 2 MZT"
"51","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g27553.t1",163,-20.46,"2 16","664 687",14,"85.71%","92.86%","V14903","V14903","black",0.256744800389907,0.259392112980296,0.0200834522421004,-0.0797679775595623,-0.134423359654809,0.0978009401969887,-0.285194942281758,-0.134635026313162,0.156047644749304,0.15167600624372,0.913123231291752,0.664306097130758,0.463254339605834,0.594370223206815,0.113608625260392,0.4625439639644,"Wave 2 MZT"
"52","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g29375.t1",153,-21.52,"2 21","111 132",19,"73.68%","73.68%","V3773","V3773","black",0.123730163993056,0.60331896403788,0.228284445264911,0.0960002024969262,-0.195027528820489,-0.0732177768580136,-0.23891295286929,-0.54417551724498,0.499881534207935,0.000256971900421298,0.208874536206709,0.601208884079351,0.284771398330599,0.690454072307845,0.187875143763744,0.00128374404678103,"Wave 2 MZT"
"53","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g29660.t1",172,-25.02,"2 21","335 358",19,"78.95%","84.21%","V1727","V1727","black",0.278564055762442,0.638050637515532,0.262315840194846,-0.258196428157133,-0.188653804239597,-0.0483442200298095,-0.263357525047372,-0.420378555998909,0.122626564812245,8.54143282327853e-05,0.146951528754966,0.153639407119279,0.30111275423349,0.792743869043821,0.145294340685057,0.0165934818743387,"Wave 2 MZT"
"54","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g30925.t1",163,-24.73,"2 20","419 439",18,"83.33%","83.33%","V16600","V16600","orange",0.292062444652442,0.289020658169181,0.181415517746582,-0.407299775135698,-0.287233466260821,-0.349460537160272,-0.136031483689781,0.417526641678366,0.104801086702125,0.108636423553035,0.320374628123554,0.0206836563240583,0.11093846132083,0.0499366178447498,0.45787178985895,0.0174224802704665,"Wave 2 MZT"
"55","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g35479.t1",169,-24.8,"2 19","563 589",20,"80.00%","85.00%","V5728","V5728","black",0.580536139769224,0.371635552766729,0.196714536049827,-0.238619116691428,-0.0259399531421823,-0.00777458824289158,-0.407441162179274,-0.469111408330005,0.000495196519003292,0.0362317003584338,0.280543349605099,0.188435019678603,0.887930062728462,0.966314954093303,0.0206353531108557,0.0067597954296614,"Wave 2 MZT"
"56","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g35589.t1",155,-21.89,"2 22","105 132",24,"70.83%","70.83%","V28237","V28237","orange",0.0414610599951694,-0.164658154777675,0.373475554297389,-0.0955001618096534,-0.580997542151207,-0.3112520815359,0.114807144275782,0.622664181706097,0.821742394143509,0.367823768073926,0.0352472819393649,0.603113850060141,0.000488894317825548,0.0829138256200058,0.531523076680439,0.000141407250907409,"Wave 2 MZT"
