"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category"
"26","Montipora_capitata_HIv3___Scaffold_11_742252","Montipora_capitata_HIv3___RNAseq.g44432.t1",-0.891092935520778,0.00297127354198949,0.0645121271406515,180,-29.97,"2 17","887 904",15,"100.00%","100.00%","V170","V170","pink",-0.375772515037604,-0.458952064518762,0.0424980400832496,-0.10287170376355,0.00477933629502004,0.0274570724372251,0.460055184621328,0.402806649883094,0.0340488936121671,0.00823825852209373,0.817357816280503,0.575296967690355,0.979288882362787,0.881420297852763,0.00806548340858556,0.0222680879813953,"ZGA2"
"27","Montipora_capitata_HIv3___Scaffold_11_742252","Montipora_capitata_HIv3___RNAseq.g44432.t1",-0.891092935520778,0.00297127354198949,0.0645121271406515,180,-29.97,"2 17","905 922",15,"100.00%","100.00%","V170","V170","pink",-0.375772515037604,-0.458952064518762,0.0424980400832496,-0.10287170376355,0.00477933629502004,0.0274570724372251,0.460055184621328,0.402806649883094,0.0340488936121671,0.00823825852209373,0.817357816280503,0.575296967690355,0.979288882362787,0.881420297852763,0.00806548340858556,0.0222680879813953,"ZGA2"
"28","Montipora_capitata_HIv3___Scaffold_14_1001044","Montipora_capitata_HIv3___RNAseq.g45317.t1a",-0.749933815177635,0.0321282504314619,0.162903514030739,157,-20.07,"2 16","59 75",14,"85.71%","92.86%","V186","V186","pink",-0.222411415100858,-0.032483166814423,-0.257409532838607,-0.232623466113979,-0.00684429544464193,-0.132211903240552,0.0831765736507864,0.800807205902274,0.221145457378862,0.859910481825796,0.154941509226953,0.200115057368409,0.970343762376954,0.47071061227869,0.650848729401785,3.7157069681511e-08,"ZGA2"
"29","Montipora_capitata_HIv3___Scaffold_14_1001054","Montipora_capitata_HIv3___RNAseq.g45317.t1a",-0.749933815177635,0.0321282504314619,0.162903514030739,157,-20.07,"2 16","59 75",14,"85.71%","92.86%","V186","V186","pink",-0.222411415100858,-0.032483166814423,-0.257409532838607,-0.232623466113979,-0.00684429544464193,-0.132211903240552,0.0831765736507864,0.800807205902274,0.221145457378862,0.859910481825796,0.154941509226953,0.200115057368409,0.970343762376954,0.47071061227869,0.650848729401785,3.7157069681511e-08,"ZGA2"
"30","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___RNAseq.g26489.t1",-0.708699135282233,0.0490822060174539,0.198365799372683,168,-21.29,"2 23","696 716",21,"85.71%","85.71%","V188","V188","midnightblue",0.433846575161062,-0.0212879892015884,0.477255784316866,0.303579430395846,-0.129284446014042,-0.174481487979468,-0.337373243099647,-0.552254623579029,0.013109220644419,0.907934043293479,0.00574390287315922,0.0911988279070513,0.480676855213896,0.339526833005414,0.0589819853675869,0.00104855954152035,"Maternal"
"31","Montipora_capitata_HIv3___Scaffold_11_793245","Montipora_capitata_HIv3___RNAseq.g12966.t1",0.719213153086252,0.0443435819648933,0.189081963114235,157,-22.13,"2 20","425 447",18,"72.22%","83.33%","V201","V201","blue",-0.560342042486925,-0.118594252234684,-0.271655806113521,0.0766671903308045,0.42115899967122,0.131068146501864,0.23474592505622,0.0869518392750206,0.000851871510538294,0.517977089876677,0.132575043781718,0.676638215908466,0.0163724368831722,0.474591480513219,0.195924360816503,0.636068926814512,"ZGA1"
"32","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g42423.t1",-0.79405019880265,0.0186042741763544,0.12826687368607,160,-21.83,"2 20","128 149",18,"77.78%","83.33%","V211","V211","black",0.247713774308781,0.586870581008531,0.282919074212354,-0.116864018273713,-0.153032191469415,-0.232019536777107,-0.234124737729727,-0.381462945279704,0.171642648073963,0.000414649711930219,0.116646091419901,0.524144818040214,0.403053327859787,0.201318751380611,0.197144496387691,0.0312218692854589,"MZT2"
"33","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g40797.t1b",0.913933153027858,0.00149273856243433,0.0525574437337875,172,-23.59,"2 23","786 808",21,"76.19%","85.71%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2"
"34","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g40797.t1b",0.969414000050001,6.9902367394757e-05,0.0279876207591673,164,-21.68,"2 22","248 271",21,"71.43%","80.95%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2"
"35","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1"
"36","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g35686.t1",-0.799924020946883,0.0171384691450535,0.123807306800534,167,-25.21,"2 21","935 958",21,"71.43%","85.71%","V241","V241","blue",-0.400028000551984,-0.400028000551984,-0.267087048917138,0.0515449087016883,0.394069930474041,0.251857096981956,0.26797492720224,0.10169618666118,0.0232970926688283,0.0232970926688283,0.139472473692971,0.779349099770703,0.0256358318984061,0.164355944989709,0.138111950697693,0.57969405728056,"ZGA1"
"37","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g27571.t1",0.827649886753296,0.0112015626619507,0.104002975261875,145,-20.5,"2 10","259 281",8,"100.00%","100.00%","V250","V250","pink",-0.284930171301325,-0.13146255904208,-0.250755022361023,-0.197576872405426,0.0335034316515248,-0.171180139250447,0.166816174021155,0.835585158687622,0.11395892921953,0.473251323413681,0.166272158310655,0.278397835318725,0.85555563911527,0.348884951057502,0.361491103879945,2.67800498486409e-09,"ZGA2"
"38","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g17478.t1",0.760849271970854,0.0283545499987232,0.153996364074252,160,-23.95,"2 19","84 109",19,"73.68%","89.47%","V265","V265","blue",-0.290846070323755,-0.210505617228892,-0.0513225339461196,-0.0657961404875188,0.404240732496937,0.155858573299015,0.1541963995267,-0.0958253433363683,0.106322361033634,0.247502207348339,0.780277770719512,0.720508732726317,0.0217518586098348,0.394317132251489,0.399441576393181,0.601874738253429,"ZGA1"
"39","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g45163.t1",0.814796326082908,0.0137571410811962,0.112980916074499,158,-26.57,"2 24","733 759",24,"58.33%","79.17%","V277","V277","blue",-0.113851552214947,-0.379456640188085,0.23061412461811,0.251876360169951,0.448931580265119,0.117732329590707,-0.293932859838537,-0.261913342402318,0.534967812958036,0.0321959455081462,0.204139257663347,0.164322592417589,0.00995673013259192,0.52104510815745,0.102493896786915,0.147595510806081,"ZGA1"
"40","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g39912.t1",-0.751682231205406,0.0315042397534148,0.161448710351071,148,-21.61,"2 23","352 379",25,"64.00%","68.00%","V283","V283","blue",-0.343400089225106,-0.088621490998095,-0.263397273076356,-0.128764037150164,0.298193952486898,0.285071853280882,0.154158733265956,0.0867583514159866,0.0543229522745358,0.629575573240817,0.14523137675334,0.482459880602405,0.0973811369454168,0.113771377339414,0.399558139293071,0.636823141150525,"ZGA1"
"41","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2"
"42","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g32899.t1",0.715330062801232,0.0460599013289582,0.192445913944069,161,-20.82,"2 22","651 673",20,"65.00%","80.00%","V288","V288","blue",-0.202894574638844,-0.267932510729667,-0.267932510729667,-0.267932510729667,0.567924033311455,0.19665763822671,0.144969295907829,0.0971411393818503,0.265401909044644,0.138176725180557,0.138176725180557,0.138176725180557,0.000697726995425481,0.28068528650546,0.428571662956509,0.596872030943247,"ZGA1"
"43","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g18322.t1",0.927205281432896,0.000912477208438307,0.0459802863817153,159,-21.22,"2 22","631 653",20,"65.00%","85.00%","V300","V300","blue",-0.192309263727495,-0.116050138433669,-0.150395945820176,-0.197756090726454,0.41895779942081,0.11035997908528,-0.0192962837615783,0.146489943963281,0.291669623779457,0.527058337198026,0.411300096781017,0.277953269284701,0.0170022648833083,0.547644383840977,0.91651629455569,0.423691938761665,"ZGA1"
"44","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g26667.t4",-0.822422246930559,0.0122010265665116,0.107598977180429,153,-31.56,"2 23","529 554",23,"65.22%","69.57%","V307","V307","blue",-0.339657772162813,-0.230798442952905,-0.271311618995119,-0.11180198670466,0.450968043571483,0.162008256753766,0.23248855702992,0.108104963460327,0.0571802581926427,0.203767805213542,0.133085757893203,0.54239195912283,0.00958489741080522,0.375688855503205,0.200383511674312,0.555905663578632,"ZGA1"
"45","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g6925.t1",0.910101077639372,0.00169610131973968,0.0544511022675938,160,-20.6,"2 22","117 141",21,"66.67%","80.95%","V310","V310","pink",-0.369789085692202,-0.243545384784879,-0.382695691710775,-0.0835896885244277,0.224179867184876,-0.0173811207947434,0.237609979149922,0.635211125172229,0.0372418081961295,0.179202037112189,0.0306353546049517,0.649224932150728,0.217400071818585,0.924777453767786,0.190366721166138,9.39340113066134e-05,"ZGA2"
"46","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g39830.t1",0.776627403241441,0.0234037596727675,0.141633159056691,159,-21.31,"2 22","761 786",23,"69.57%","78.26%","V322","V322","magenta",-0.431560172822372,-0.359608941529967,-0.456569050818728,0.0510728341363353,0.47292820220208,0.344186094528401,0.131767193503959,0.247783840800292,0.013653199391647,0.0432265693419169,0.00862224190345237,0.781320909906211,0.00626610714540343,0.053737443474622,0.472217573311009,0.17151754923261,"ZGA2"
"47","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g15753.t2",-0.728525472894437,0.0403870650838518,0.181096991456097,165,-23.47,"2 24","743 770",25,"64.00%","84.00%","V331","V331","blue",0.482277246551167,-0.0583254159438179,0.0846937418065902,-0.0380615448216113,0.196816760985839,-0.134303984921344,-0.0614299315568546,-0.471666872099969,0.00518503928875571,0.751181741363274,0.644893091860939,0.836152711777973,0.280288456245487,0.463655228128243,0.738386950574444,0.00642573313365581,"ZGA1"
"48","Montipora_capitata_HIv3___Scaffold_14_1001044","Montipora_capitata_HIv3___RNAseq.g36924.t1",-0.74301551322736,0.0346714472226462,0.168722705535962,168,-22.19,"2 17","243 260",15,"86.67%","93.33%","V336","V336","pink",-0.32205898891116,-0.120199034028052,-0.238832838159948,-0.219445989570304,0.0508095046089159,-0.0975224795591443,0.19857854550757,0.748671280112122,0.0722411248042894,0.512288585244169,0.188027678814438,0.227523918856283,0.782421392865069,0.595425524920601,0.275918986087515,8.31059943552792e-07,"ZGA2"
"49","Montipora_capitata_HIv3___Scaffold_14_1001054","Montipora_capitata_HIv3___RNAseq.g36924.t1",-0.74301551322736,0.0346714472226462,0.168722705535962,168,-22.19,"2 17","243 260",15,"86.67%","93.33%","V336","V336","pink",-0.32205898891116,-0.120199034028052,-0.238832838159948,-0.219445989570304,0.0508095046089159,-0.0975224795591443,0.19857854550757,0.748671280112122,0.0722411248042894,0.512288585244169,0.188027678814438,0.227523918856283,0.782421392865069,0.595425524920601,0.275918986087515,8.31059943552792e-07,"ZGA2"
"50","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g36924.t1",0.88221364771402,0.00373291560164154,0.0696323257009376,160,-20.14,"2 23","20 42",21,"71.43%","76.19%","V336","V336","pink",-0.32205898891116,-0.120199034028052,-0.238832838159948,-0.219445989570304,0.0508095046089159,-0.0975224795591443,0.19857854550757,0.748671280112122,0.0722411248042894,0.512288585244169,0.188027678814438,0.227523918856283,0.782421392865069,0.595425524920601,0.275918986087515,8.31059943552792e-07,"ZGA2"
"51","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___TS.g47225.t1",0.756936948942564,0.0296738349163381,0.15719059878417,158,-24.5,"2 20","847 870",19,"73.68%","78.95%","V359","V359","magenta",-0.223004440113905,-0.292176125610177,-0.576110668525101,-0.186230239697964,0.133747799694215,0.226608150545204,0.521285967170289,0.39587955653744,0.21988463808659,0.104659752386244,0.000559388169987453,0.307478825277826,0.465525444647133,0.212328117950827,0.0022179005388704,0.0249059771309076,"ZGA2"
