"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","timepoint","count","mean","sd","se","mirna_zscore","mrna_mean_zscore","mrna_sd_zscore","mrna_se_zscore"
"11","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g42423.t1",-0.79405019880265,0.0186042741763544,0.12826687368607,160,-21.83,"2 20","128 149",18,"77.78%","83.33%","V211","V211","black",0.247713774308781,0.586870581008531,0.282919074212354,-0.116864018273713,-0.153032191469415,-0.232019536777107,-0.234124737729727,-0.381462945279704,0.171642648073963,0.000414649711930219,0.116646091419901,0.524144818040214,0.403053327859787,0.201318751380611,0.197144496387691,0.0312218692854589,"MZT2","9_hpf",243.55,7.6125021308789,0.344328812736367,0.172164406368184,-0.450073782898815,-0.187967608657749,0.0140199326250495,0.0140199326250495
"12","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g42423.t1",-0.79405019880265,0.0186042741763544,0.12826687368607,160,-21.83,"2 20","128 149",18,"77.78%","83.33%","V211","V211","black",0.247713774308781,0.586870581008531,0.282919074212354,-0.116864018273713,-0.153032191469415,-0.232019536777107,-0.234124737729727,-0.381462945279704,0.171642648073963,0.000414649711930219,0.116646091419901,0.524144818040214,0.403053327859787,0.201318751380611,0.197144496387691,0.0312218692854589,"MZT2","14_hpf",2576.88,6.74141102381672,0.0996106247389297,0.0498053123694649,-0.396466101480108,-0.656846807975899,-0.937450701574776,-0.937450701574776
"13","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g42423.t1",-0.79405019880265,0.0186042741763544,0.12826687368607,160,-21.83,"2 20","128 149",18,"77.78%","83.33%","V211","V211","black",0.247713774308781,0.586870581008531,0.282919074212354,-0.116864018273713,-0.153032191469415,-0.232019536777107,-0.234124737729727,-0.381462945279704,0.171642648073963,0.000414649711930219,0.116646091419901,0.524144818040214,0.403053327859787,0.201318751380611,0.197144496387691,0.0312218692854589,"MZT2","22_hpf",9908.42,6.61195344864482,0.869646644002345,0.434823322001172,-0.22802577772457,-0.726529489500433,2.05646922567208,2.05646922567208
"14","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g42423.t1",-0.79405019880265,0.0186042741763544,0.12826687368607,160,-21.83,"2 20","128 149",18,"77.78%","83.33%","V211","V211","black",0.247713774308781,0.586870581008531,0.282919074212354,-0.116864018273713,-0.153032191469415,-0.232019536777107,-0.234124737729727,-0.381462945279704,0.171642648073963,0.000414649711930219,0.116646091419901,0.524144818040214,0.403053327859787,0.201318751380611,0.197144496387691,0.0312218692854589,"MZT2","28_hpf",7763.29,6.42297627733823,0.849102594340678,0.424551297170339,-0.277309610547922,-0.828249578310063,1.97659343008625,1.97659343008625
"15","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g42423.t1",-0.79405019880265,0.0186042741763544,0.12826687368607,160,-21.83,"2 20","128 149",18,"77.78%","83.33%","V211","V211","black",0.247713774308781,0.586870581008531,0.282919074212354,-0.116864018273713,-0.153032191469415,-0.232019536777107,-0.234124737729727,-0.381462945279704,0.171642648073963,0.000414649711930219,0.116646091419901,0.524144818040214,0.403053327859787,0.201318751380611,0.197144496387691,0.0312218692854589,"MZT2","48_hpf",10499.73,6.44772739793818,0.463387015289729,0.231693507644865,-0.214440576274413,-0.814926878175664,0.476921298547737,0.476921298547737
"16","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g42423.t1",-0.79405019880265,0.0186042741763544,0.12826687368607,160,-21.83,"2 20","128 149",18,"77.78%","83.33%","V211","V211","black",0.247713774308781,0.586870581008531,0.282919074212354,-0.116864018273713,-0.153032191469415,-0.232019536777107,-0.234124737729727,-0.381462945279704,0.171642648073963,0.000414649711930219,0.116646091419901,0.524144818040214,0.403053327859787,0.201318751380611,0.197144496387691,0.0312218692854589,"MZT2","72_hpf",5619.78,6.08185701510122,0.303876136762865,0.151938068381433,-0.326556224270719,-1.01186266453374,-0.143261116154173,-0.143261116154173
"17","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2","1_hpf",7571.35,9.04297265048066,0.0730927394623613,0.0365463697311807,-0.281719384721102,0.582006813582817,-1.04055292429146,-1.04055292429146
"18","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2","4_hpf",10730.36,8.96056421231074,0.918695918408323,0.459347959204161,-0.209141908891061,0.537649108409487,2.2471740711435,2.2471740711435
"19","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2","9_hpf",6819.29,8.98977952177182,0.144356599434979,0.0721782997174895,-0.298997777784986,0.553374732051936,-0.76347719649805,-0.76347719649805
"20","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2","14_hpf",6356.3,7.50802675007177,0.29913346300148,0.14956673150074,-0.309634858875123,-0.244203210771189,-0.161700754206722,-0.161700754206722
"21","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2","22_hpf",4653.96,5.85491518162037,1.18519146030967,0.592595730154834,-0.348745700627606,-1.13401786082907,3.28331561967014,3.28331561967014
"22","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2","28_hpf",3368.98,5.99245478857196,1.67875414319751,0.839377071598753,-0.378267799288923,-1.05998489199359,5.2023000758217,5.2023000758217
"23","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2","48_hpf",1860.71,4.69339489415385,0.99405043572619,0.497025217863095,-0.412919930643422,-1.75922537123041,2.54015438032675,2.54015438032675
"24","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___TS.g14498.t1",0.918207419171028,0.00128544072072882,0.0502903892847892,163,-20.29,"2 20","60 81",18,"72.22%","83.33%","V286","V286","black",0.421799678165744,0.408734040584263,0.408243872521272,0.0585751509346517,-0.242387816749726,-0.204711368343757,-0.429970919181486,-0.420282637930962,0.0161928165458727,0.0201979682536611,0.0203628817168556,0.75015004074148,0.181342325083135,0.26105428919397,0.0140423505424948,0.016620819460719,"MZT2","72_hpf",642.26,4.781126028074,0.598085063317854,0.299042531658927,-0.440913518959101,-1.71200263701322,1.00063078753815,1.00063078753815
"25","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g849.t1",0.735420659795465,0.0376009685651462,0.175162934450936,151,-20.1,"2 21","646 668",20,"65.00%","75.00%","V467","V467","black",0.414550929379372,0.158640248898939,0.0674206726258062,-0.266144139391895,0.00812122795072165,-0.0368846515550515,-0.32119488811376,-0.0245093997941323,0.0183238965712521,0.385826269668547,0.713893063531001,0.14092801242243,0.964813968935649,0.841153917607533,0.0730530801550147,0.894074970333645,"MZT2","1_hpf",4076.88,5.39964801917472,0.179400592149946,0.0897002960749729,-0.362003971336467,-1.37907294275189,-0.627225247894407,-0.627225247894407
"26","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g849.t1",0.735420659795465,0.0376009685651462,0.175162934450936,151,-20.1,"2 21","646 668",20,"65.00%","75.00%","V467","V467","black",0.414550929379372,0.158640248898939,0.0674206726258062,-0.266144139391895,0.00812122795072165,-0.0368846515550515,-0.32119488811376,-0.0245093997941323,0.0183238965712521,0.385826269668547,0.713893063531001,0.14092801242243,0.964813968935649,0.841153917607533,0.0730530801550147,0.894074970333645,"MZT2","4_hpf",4845.97,5.06472724679746,0.828145831662308,0.414072915831154,-0.344334318221686,-1.55934958926351,1.89511299563414,1.89511299563414
"27","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g849.t1",0.735420659795465,0.0376009685651462,0.175162934450936,151,-20.1,"2 21","646 668",20,"65.00%","75.00%","V467","V467","black",0.414550929379372,0.158640248898939,0.0674206726258062,-0.266144139391895,0.00812122795072165,-0.0368846515550515,-0.32119488811376,-0.0245093997941323,0.0183238965712521,0.385826269668547,0.713893063531001,0.14092801242243,0.964813968935649,0.841153917607533,0.0730530801550147,0.894074970333645,"MZT2","9_hpf",243.55,4.97124010242334,0.131319554843876,0.0656597774219382,-0.450073782898815,-1.60967059133241,-0.814165562518959,-0.814165562518959
"28","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g849.t1",0.735420659795465,0.0376009685651462,0.175162934450936,151,-20.1,"2 21","646 668",20,"65.00%","75.00%","V467","V467","black",0.414550929379372,0.158640248898939,0.0674206726258062,-0.266144139391895,0.00812122795072165,-0.0368846515550515,-0.32119488811376,-0.0245093997941323,0.0183238965712521,0.385826269668547,0.713893063531001,0.14092801242243,0.964813968935649,0.841153917607533,0.0730530801550147,0.894074970333645,"MZT2","14_hpf",171.79,4.53754712780028,0.494690455490419,0.24734522774521,-0.451722451204887,-1.843113009746,0.59862988238499,0.59862988238499
"29","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g849.t1",0.735420659795465,0.0376009685651462,0.175162934450936,151,-20.1,"2 21","646 668",20,"65.00%","75.00%","V467","V467","black",0.414550929379372,0.158640248898939,0.0674206726258062,-0.266144139391895,0.00812122795072165,-0.0368846515550515,-0.32119488811376,-0.0245093997941323,0.0183238965712521,0.385826269668547,0.713893063531001,0.14092801242243,0.964813968935649,0.841153917607533,0.0730530801550147,0.894074970333645,"MZT2","22_hpf",150.13,4.89517693296442,0.210771917705439,0.10538595885272,-0.452220084364161,-1.65061285064875,-0.505252724044699,-0.505252724044699
"30","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g849.t1",0.735420659795465,0.0376009685651462,0.175162934450936,151,-20.1,"2 21","646 668",20,"65.00%","75.00%","V467","V467","black",0.414550929379372,0.158640248898939,0.0674206726258062,-0.266144139391895,0.00812122795072165,-0.0368846515550515,-0.32119488811376,-0.0245093997941323,0.0183238965712521,0.385826269668547,0.713893063531001,0.14092801242243,0.964813968935649,0.841153917607533,0.0730530801550147,0.894074970333645,"MZT2","28_hpf",439.43,4.82639165105133,0.687117684185811,0.343558842092905,-0.445573488197124,-1.68763766659144,1.34679191652867,1.34679191652867
"31","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g849.t1",0.735420659795465,0.0376009685651462,0.175162934450936,151,-20.1,"2 21","646 668",20,"65.00%","75.00%","V467","V467","black",0.414550929379372,0.158640248898939,0.0674206726258062,-0.266144139391895,0.00812122795072165,-0.0368846515550515,-0.32119488811376,-0.0245093997941323,0.0183238965712521,0.385826269668547,0.713893063531001,0.14092801242243,0.964813968935649,0.841153917607533,0.0730530801550147,0.894074970333645,"MZT2","48_hpf",0,4.46773348669866,0.400689875089464,0.200344937544732,-0.455669284096471,-1.88069135703463,0.233153198444418,0.233153198444418
"32","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g849.t1",0.735420659795465,0.0376009685651462,0.175162934450936,151,-20.1,"2 21","646 668",20,"65.00%","75.00%","V467","V467","black",0.414550929379372,0.158640248898939,0.0674206726258062,-0.266144139391895,0.00812122795072165,-0.0368846515550515,-0.32119488811376,-0.0245093997941323,0.0183238965712521,0.385826269668547,0.713893063531001,0.14092801242243,0.964813968935649,0.841153917607533,0.0730530801550147,0.894074970333645,"MZT2","72_hpf",481.7,4.85426263765018,0.147534403780663,0.0737672018903314,-0.444602345369676,-1.67263564696946,-0.751121811142784,-0.751121811142784
"33","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g42542.t1",-0.837735602356975,0.00942327734615622,0.0970774641497948,147,-20.96,"2 18","472 498",18,"72.22%","77.78%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","1_hpf",0,5.36420023861054,0.0643223957196224,0.0321611978598112,-0.455669284096471,-1.39815329707279,-1.07465224723652,-1.07465224723652
"34","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g42542.t1",-0.837735602356975,0.00942327734615622,0.0970774641497948,147,-20.96,"2 18","472 498",18,"72.22%","77.78%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","4_hpf",346.14,5.05696075659387,1.03634700227521,0.518173501137606,-0.447716802944524,-1.56353003110094,2.70460452327768,2.70460452327768
"35","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g42542.t1",-0.837735602356975,0.00942327734615622,0.0970774641497948,147,-20.96,"2 18","472 498",18,"72.22%","77.78%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","9_hpf",243.55,5.15589413663445,0.290747737986979,0.14537386899349,-0.450073782898815,-1.51027750258447,-0.194304669604524,-0.194304669604524
"36","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g42542.t1",-0.837735602356975,0.00942327734615622,0.0970774641497948,147,-20.96,"2 18","472 498",18,"72.22%","77.78%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","14_hpf",171.79,4.7803443023087,0.61793076533923,0.308965382669615,-0.451722451204887,-1.71242341383891,1.07779138946537,1.07779138946537
"37","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g42542.t1",-0.837735602356975,0.00942327734615622,0.0970774641497948,147,-20.96,"2 18","472 498",18,"72.22%","77.78%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","22_hpf",0,4.90898680398169,1.18359098033619,0.591795490168094,-0.455669284096471,-1.64317945910938,3.27709291220466,3.27709291220466
"38","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g42542.t1",-0.837735602356975,0.00942327734615622,0.0970774641497948,147,-20.96,"2 18","472 498",18,"72.22%","77.78%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","28_hpf",0,5.12047218144623,0.869384138337818,0.434692069168909,-0.455669284096471,-1.52934395596953,2.05544859686982,2.05544859686982
"39","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g42542.t1",-0.837735602356975,0.00942327734615622,0.0970774641497948,147,-20.96,"2 18","472 498",18,"72.22%","77.78%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","48_hpf",2392.34,4.23993048053214,0.410768683144575,0.205384341572288,-0.400705862477913,-2.00331009377487,0.272339864423965,0.272339864423965
"40","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___TS.g42542.t1",-0.837735602356975,0.00942327734615622,0.0970774641497948,147,-20.96,"2 18","472 498",18,"72.22%","77.78%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","72_hpf",4335.26,4.32488947080472,0.509698302577033,0.254849151288516,-0.356067754545458,-1.95757951173709,0.656980779399738,0.656980779399738
"41","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___TS.g42542.t1",0.849562314415974,0.00758012336860272,0.0894672632434867,154,-21.57,"2 19","774 791",17,"76.47%","88.24%","V498","V498","black",0.246560647247256,0.105616144501968,0.137928121799856,-0.0520473026170762,0.0326975656416756,0.134876872210179,-0.324148932177446,-0.281483116606413,0.173710792553197,0.565089916983473,0.451566606645904,0.777252127956181,0.858995013557469,0.461733009987197,0.0703062852954515,0.118593469879127,"MZT2","1_hpf",121723.94,5.36420023861054,0.0643223957196224,0.0321611978598112,2.34090822382133,-1.39815329707279,-1.07465224723652,-1.07465224723652
