"","miRNA","mRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category"
"15","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g20754.t1",149,-20.76,"2 18","414 432",16,"56.25%","87.50%","V16976","V16976","pink",-0.213533261477645,-0.00752729891134671,-0.246411739007335,-0.246411739007335,-0.00912797845443386,-0.105907808340113,0.00647899276671763,0.82244083243149,0.240610300214202,0.967385811549561,0.173979143165743,0.173979143165743,0.960455325914802,0.564010046244714,0.971925976290283,7.73256982555069e-09,"ZGA2"
"16","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g21182.t1",150,-20.49,"2 15","936 954",13,"69.23%","92.31%","V19537","V19537","pink",-0.292328974611224,-0.254536129381303,-0.458394916070317,-0.32415788901724,0.203308128720568,0.188662643661588,0.408796274907492,0.528650861790436,0.104469948624325,0.159763752151415,0.0083267085038157,0.0702980808909623,0.264408132302454,0.301089689001079,0.0201771092807057,0.00186783231095549,"ZGA2"
"17","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g22020.t1",146,-22.72,"2 18","928 944",16,"68.75%","81.25%","V23444","V23444","pink",-0.30898924527831,-0.126713404428357,-0.176817252332907,-0.30898924527831,0.183866904885975,-0.0275139183464173,0.213179983813596,0.551976176964731,0.0852946233867994,0.489518830429006,0.332999018169211,0.0852946233867994,0.313767476797211,0.881176524363698,0.241407794192795,0.00105598779466757,"ZGA2"
"18","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g23306.t1",161,-24.34,"2 18","360 378",16,"75.00%","87.50%","V1443","V1443","pink",-0.281418268880376,-0.178936322862777,-0.445939638423922,-0.0362083802729041,-0.0217061746811329,0.0822824614089946,0.276994879193634,0.604931444518483,0.11868198055255,0.327143812850622,0.0105250811912314,0.844030498743605,0.90613334615043,0.654368525241359,0.124836176446612,0.000244850543601697,"ZGA2"
"19","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g24229.t1",155,-24.57,"2 17","191 210",16,"81.25%","81.25%","V10868","V10868","pink",-0.058413615152535,-0.0783934339241278,-0.278350689496579,-0.294259216709642,-0.184504577428934,-0.060674561670441,0.197096477422575,0.757499616959684,0.750817326087153,0.669762380955548,0.122925297991298,0.102095289841344,0.312062825302856,0.741493915799109,0.279591759036013,5.18690989945365e-07,"ZGA2"
"20","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g24503.t1",150,-22.86,"2 18","554 570",16,"68.75%","87.50%","V26521","V26521","pink",-0.216339559149093,-0.028173592205235,-0.461228282815452,-0.291303586835331,0.196157235958771,0.0094531707069515,0.416518654144509,0.374915960194879,0.234337890407627,0.878348418240182,0.00788513324593854,0.105748225369842,0.281935579194911,0.95904766663659,0.017723599738126,0.0344918582976273,"ZGA2"
"21","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g2474.t1",154,-20.98,"2 15","956 974",13,"84.62%","84.62%","V11579","V11579","magenta",-0.42422355606829,-0.295491121334174,-0.342520151904389,-0.359019779635431,0.325183784452075,0.267060315393408,0.426543076960722,0.402467432136079,0.0155280531455781,0.100601204772539,0.0549844112641072,0.0435952293174525,0.0693632882554068,0.139513589523098,0.0149133931479163,0.0223916632001404,"ZGA2"
"22","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g26593.t1",144,-22.7,"2 18","978 998",18,"55.56%","83.33%","V12968","V12968","pink",-0.44574038870205,-0.260279968090062,-0.35957372281915,-0.263878442271576,0.245513013747105,0.247690730316073,0.365554213385968,0.470714564433692,0.0105638833375829,0.150229860081867,0.0432485365029522,0.144470739997237,0.175604994013304,0.171683805675265,0.0396444981271447,0.00654853810509402,"ZGA2"
"23","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g27140.t2",144,-21.81,"2 18","943 962",17,"64.71%","76.47%","V27997","V27997","magenta",-0.503797065107899,-0.385266030442258,-0.434867476072638,0.201155331918031,0.319691240205652,0.175130181524526,0.449224282666194,0.178729535308392,0.00328549896045734,0.0294412939683667,0.012872266458467,0.269608029653895,0.0744828572045977,0.337706154853163,0.00990254806269336,0.327712377185607,"ZGA2"
"24","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g27661.t1",148,-23.25,"2 18","886 908",20,"65.00%","75.00%","V917","V917","magenta",0.034245701500396,0.0612674291786627,-0.139760580179087,-0.296114998972551,0.621967441576952,0.267858661912097,-0.219033674771307,-0.330429980245163,0.852389988925459,0.739055010247969,0.445519329361299,0.0998508859080988,0.000144581625114638,0.138289553208751,0.228420534405323,0.064733451373405,"ZGA2"
"25","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g28203.t1",144,-22.75,"2 18","728 749",19,"57.89%","78.95%","V21222","V21222","magenta",-0.274899092065951,-0.495023300969665,-0.268007650631052,-0.189670645105795,0.245876845636291,0.235464317050418,0.290156000899846,0.45610352518591,0.127833089241015,0.00397114432637812,0.138061993702209,0.298466775767594,0.17494550862277,0.194519855700786,0.107192757493837,0.00869899835453755,"ZGA2"
"26","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g2848.t1",155,-22.49,"2 17","72 91",16,"68.75%","93.75%","V28308","V28308","magenta",-0.560712547677108,-0.309938987290844,-0.351291639959671,0.121425406159516,0.330447861431138,0.293628395638869,0.354317898190313,0.122123613507786,0.00084369583768305,0.0842890663221977,0.0486682814584091,0.50796238078139,0.064718095640637,0.102866822503447,0.0466284767630856,0.50550750807924,"ZGA2"
"27","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g30211.t1",152,-22.76,"2 17","77 95",15,"66.67%","86.67%","V23236","V23236","magenta",-0.309899115286737,-0.577227577950503,-0.182711496469492,0.137209194715149,0.10553307849185,0.100760479025424,0.403518860944242,0.322816576530067,0.0843310976639054,0.000542530457756907,0.316870939182035,0.453951105046133,0.565397637206959,0.583204780416401,0.0220104631579358,0.0715350385275732,"ZGA2"
"28","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g30263.t1",147,-26.25,"2 12","503 521",10,"90.00%","90.00%","V369","V369","pink",-0.152482402908292,-0.244406591430206,-0.435770390704042,-0.372770425596881,0.284991854119515,0.179346367500558,0.299017617736627,0.44207397128272,0.404765383666041,0.17762131298764,0.0126657025332596,0.0356219412308667,0.113877248064408,0.326018190127952,0.0964155603223671,0.0112997204315398,"ZGA2"
"29","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g31049.t1",160,-24.53,"2 18","366 385",17,"76.47%","88.24%","V22113","V22113","magenta",-0.434721898827479,-0.337822727693449,-0.453237527592829,-0.0896913471459485,0.297474219466387,0.366588695764776,0.514605451023886,0.136805135004656,0.0129058340154259,0.0586240053148237,0.00918441973692913,0.625429051324463,0.0982308630842965,0.0390463629109778,0.00258339983196216,0.455294220122664,"ZGA2"
"30","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g31719.t1",147,-21.04,"2 18","466 483",16,"56.25%","93.75%","V16375","V16375","pink",-0.146484669572411,-0.336420488634163,-0.327464374325589,-0.0516524615540934,0.0366924951244652,-0.146166867666431,0.186185132302948,0.785311234325274,0.423708810655706,0.0597464726043386,0.067319927151661,0.778900049760707,0.841971069396764,0.424726093910048,0.307598106046472,1.02208056366227e-07,"ZGA2"
"31","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g33012.t1",150,-21.69,"2 15","508 526",13,"61.54%","100.00%","V491","V491","pink",-0.190545856523834,-0.248630195042083,-0.0339185021733174,0.242540301855965,-0.0546328842978955,-0.190077596721624,-0.272948852258152,0.748213585160942,0.296201175059264,0.170011555693761,0.853785161317568,0.181059362668592,0.766484656162401,0.297411965477156,0.130669251557378,8.51174397442602e-07,"ZGA2"
"32","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g33013.t1",150,-21.69,"2 15","508 526",13,"61.54%","100.00%","V15126","V15126","pink",-0.199674604808833,-0.227709210331826,-0.0492214623072061,0.215739284082409,-0.0678030888882781,-0.212914502061274,-0.220501995403625,0.762085579718634,0.273222978643273,0.21005528138877,0.789066688838788,0.235670242159964,0.712338672319983,0.242008257108245,0.225238404657038,4.02852659036531e-07,"ZGA2"
"33","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g33479.t1",155,-30.97,"2 18","97 117",18,"77.78%","83.33%","V12412","V12412","magenta",-0.281167651211229,-0.270441548070762,-0.301111060538792,0.224523082692062,0.16365004571791,-0.000720112288888919,-0.0100831819229442,0.475350425622643,0.119024510628645,0.134383233694032,0.0939941482325543,0.216678226275018,0.370804364976448,0.996879088821057,0.956320886374576,0.00596904263686235,"ZGA2"
"34","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g34441.t1",145,-22.04,"2 10","374 392",8,"100.00%","100.00%","V28697","V28697","pink",-0.215885307599282,-0.10911195257589,-0.215885307599282,-0.215885307599282,-0.215885307599282,0.0404075784933377,0.560307709038962,0.371937895440719,0.235345665804807,0.552209421490595,0.235345665804807,0.235345665804807,0.235345665804807,0.8262021604465,0.00085263263669972,0.0360684351169236,"ZGA2"
"35","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g34612.t1",163,-29.61,"2 17","368 387",16,"87.50%","87.50%","V15391","V15391","pink",-0.272982077139685,-0.0704116140421998,-0.236130542899309,-0.23705544454874,-0.164724167732076,-0.161699753141012,0.388982149719741,0.754021449783281,0.130620549315359,0.701766431061088,0.193223617592956,0.191434087681705,0.367629088046682,0.376610874238306,0.0277823508816646,6.26003163505065e-07,"ZGA2"
"36","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g35459.t2",157,-24.49,"2 16","80 97",14,"85.71%","92.86%","V11393","V11393","pink",-0.378595408909198,-0.232575915512854,-0.284494505410066,-0.287593767347046,0.173325341594516,0.03722837358454,0.420344479192076,0.552361402808032,0.0326215885826464,0.200209649407992,0.114537090144568,0.110471450923648,0.342786548009463,0.839692633452237,0.0166031898045413,0.00104572312379457,"ZGA2"
"37","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g37131.t1b",150,-20.62,"2 16","359 378",15,"73.33%","86.67%","V21647","V21647","magenta",-0.476922182530953,-0.348068276813148,-0.381774072044397,-0.108976254892331,0.384438246388246,0.25566748255385,0.31704194201136,0.358593115327373,0.00578278888456214,0.0509184669642659,0.0310729864758991,0.552706843496456,0.0298216249222111,0.157852388776452,0.0770546710568748,0.0438637781636693,"ZGA2"
"38","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g37132.t1",150,-20.62,"2 16","359 378",15,"73.33%","86.67%","V4965","V4965","magenta",-0.378864797012373,-0.250240911776386,-0.284567413156575,-0.225634930987918,0.124729941033398,0.361116336645176,0.416959066946085,0.236502708308591,0.0324879614166692,0.167171490547925,0.114440183886659,0.214351049540758,0.496396409749747,0.0422947055993632,0.017591505893054,0.192502143201861,"ZGA2"
"39","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g37393.t1",148,-22.78,"2 13","104 122",11,"81.82%","90.91%","V10498","V10498","magenta",-0.469777409100175,-0.279330758716752,-0.0535248124341874,-0.179281810865086,0.315647659029902,0.355339123836343,0.257949240871402,0.052978767378553,0.00667133774060176,0.121557547937182,0.771094031616644,0.32619524734421,0.0784354692263022,0.0459557502693478,0.154047582872315,0.773368313836541,"ZGA2"
"40","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g38840.t2a",155,-22.18,"2 17","644 663",16,"75.00%","87.50%","V11149","V11149","magenta",-0.51873089538265,-0.30688395098579,-0.106945871158153,-0.18159760204431,0.409722380193693,0.350063730027841,0.268481411298348,0.0858907980510207,0.00235200368872838,0.0875564295479443,0.56017434355236,0.319880916337159,0.0198688090260383,0.0495159377665312,0.137340210092258,0.640209241327421,"ZGA2"
"41","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g39265.t1",152,-22.97,"2 18","299 319",18,"66.67%","83.33%","V22496","V22496","magenta",-0.576627031335514,-0.34026323417153,-0.268407081092507,0.0921442725602234,0.334790639806991,0.285774646990717,0.346212837490808,0.126374949750812,0.000551537985865316,0.0567101080811965,0.137453270607809,0.61596457229332,0.0610723151125622,0.112844460198524,0.0522507315825229,0.490688952376706,"ZGA2"
"42","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g39753.t1",151,-23.6,"2 17","253 273",17,"70.59%","82.35%","V1269","V1269","magenta",-0.476758669939263,-0.354553595249838,-0.196645900440322,-0.196910118556328,0.305047065002103,0.217645552874272,0.276081125093457,0.426094541215918,0.00580193065246072,0.0464725190594618,0.280714573259661,0.280055803737291,0.089567124908673,0.231456666808163,0.126136360111373,0.0150306399420441,"ZGA2"
"43","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g40475.t1",185,-45.36,"2 18","217 235",16,"100.00%","100.00%","V19458","V19458","magenta",-0.411673742291218,-0.466996425258867,-0.35144348705439,0.103156579463241,0.439996983819463,0.173644574824618,0.212573720231887,0.300741796265266,0.0192319589928116,0.00704736445177257,0.048564265755894,0.574233630299509,0.011735388043658,0.341884589907775,0.24278049298673,0.0944178676206421,"ZGA2"
"44","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g40919.t1",143,-20.64,"2 12","899 917",10,"80.00%","90.00%","V630","V630","pink",-0.370808450586447,-0.253743153937962,-0.402517340104307,-0.291047894807883,0.230111059901848,0.17046973935241,0.4140887511391,0.503447289043241,0.0366813913727487,0.161113305760516,0.02237344659196,0.106068803949816,0.205155450594863,0.350918805236457,0.0184673154590438,0.00331073308662078,"ZGA2"
"45","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g4178.t1",151,-22.54,"2 16","337 355",14,"64.29%","92.86%","V6413","V6413","magenta",-0.422454858734993,-0.278623253679621,-0.359609416896326,0.0570318325148049,0.236612658625803,0.335570097084523,0.38094080123243,0.0505321398533793,0.0160108323012638,0.12254377751487,0.0432262729002215,0.756532491685445,0.192289355143018,0.0604353902872,0.0314730343360334,0.783580977600314,"ZGA2"
"46","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g42156.t1",141,-21.72,"2 14","848 866",12,"66.67%","83.33%","V16838","V16838","magenta",-0.515990728610363,0.186102407746653,-0.468648282117237,0.0206966765434713,-0.0138844955600298,0.158201495255159,0.316984979195621,0.316537947546727,0.00250359127414454,0.307816936129977,0.00682189509187489,0.910480986560039,0.939879614826021,0.387158445526306,0.0771107121637808,0.0775516051467816,"ZGA2"
"47","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g43371.t1",160,-23.2,"2 17","184 202",15,"80.00%","86.67%","V21722","V21722","magenta",-0.148871037887588,-0.180358000908603,-0.190105709579879,-0.322821835824391,0.29180105245458,0.156064424238472,0.260475696195962,0.133815411311446,0.416113399065226,0.32325136571398,0.297339184946689,0.0715301555868777,0.105126608900706,0.393685136932106,0.149912403084106,0.465297883098284,"ZGA2"
"48","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g43848.t1",164,-29.74,"2 17","657 675",15,"80.00%","93.33%","V21357","V21357","pink",-0.223812684011517,0.00368256740044686,-0.393287357070827,-0.512771026078173,-0.00581602311598076,0.0718770699906493,0.478531116340483,0.581596336544918,0.218174140796729,0.984041007980255,0.0259568472884263,0.00269247311608728,0.974797721328515,0.695850797522778,0.00559729936117514,0.000480821275084387,"ZGA2"
"49","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g44321.t1",161,-26.61,"2 18","572 590",16,"75.00%","87.50%","V9657","V9657","magenta",-0.362819884158707,-0.292480068754823,-0.364410911323048,-0.300352148545797,0.495396216310008,0.520758799130249,0.157262938137626,0.146645059204491,0.0412610592460683,0.104282579021431,0.0403141114362923,0.094866549845661,0.00393967581430084,0.00224501147568796,0.390017083136016,0.423195917870367,"ZGA2"
"50","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g44568.t1",146,-23.56,"2 18","522 538",16,"68.75%","81.25%","V7944","V7944","magenta",-0.492566703358519,-0.301243728615146,-0.349494743205711,-0.116258058438658,0.414411243515582,0.407242617177699,0.290682619430998,0.147226753493755,0.00418390440946643,0.0938422694697036,0.0499126860090508,0.526313281998213,0.0183671447446881,0.0207032101878741,0.106528042351936,0.421338676604273,"ZGA2"
"51","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g44568.t1",152,-28.39,"2 18","532 554",20,"70.00%","75.00%","V7944","V7944","magenta",-0.492566703358519,-0.301243728615146,-0.349494743205711,-0.116258058438658,0.414411243515582,0.407242617177699,0.290682619430998,0.147226753493755,0.00418390440946643,0.0938422694697036,0.0499126860090508,0.526313281998213,0.0183671447446881,0.0207032101878741,0.106528042351936,0.421338676604273,"ZGA2"
"52","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g44820.t1",152,-21.54,"2 17","435 453",15,"66.67%","86.67%","V20333","V20333","magenta",-0.351457140092674,-0.306842761567727,-0.343517111042312,-0.246511649639913,0.150557381111981,0.469993333379357,0.445132217383191,0.182645730468096,0.0485549220692614,0.0876011343785037,0.0542354622054243,0.173799059740946,0.410792376517346,0.0066428715402357,0.0106830665162568,0.317048161399563,"ZGA2"
"53","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g45026.t1",155,-21.6,"2 16","926 944",14,"71.43%","92.86%","V23223","V23223","magenta",-0.177573967200615,-0.64386797726713,-0.32392956794919,0.0976907301677652,0.381133806752962,0.271303448869261,0.201289512746125,0.193954013880823,0.330900814055138,7.00863180766296e-05,0.0705074541966606,0.594787796831791,0.0313800027473743,0.133097898477402,0.26928199568934,0.287483068180268,"ZGA2"
"54","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g45063.t1",146,-25.05,"2 11","72 90",9,"88.89%","100.00%","V5110","V5110","magenta",-0.499918534853038,-0.320379257352444,-0.41298455759648,0.193236507684763,0.260273834971042,0.0241696237780681,0.312116379419027,0.443486003949061,0.00357481897937927,0.0738259726978576,0.018813734669524,0.289304655931586,0.1502398154156,0.895535370573837,0.0820180800357984,0.0110113776349261,"ZGA2"
"55","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g45241.t1",153,-21.51,"2 18","338 356",16,"68.75%","81.25%","V1049","V1049","pink",-0.287312540577944,0.343488668270362,-0.15202386508666,0.204199854076364,-0.0530762766015801,-0.410488925289386,0.3474947401944,0.00771834501444424,0.11083584135142,0.05425671686187,0.406196433088012,0.262273596098792,0.772962051053544,0.019616586481057,0.0513273699622055,0.966558503800827,"ZGA2"
"56","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g45338.t1",152,-23.07,"2 18","206 226",18,"66.67%","83.33%","V9308","V9308","pink",-0.321423479070673,-0.232549568031706,-0.428566675587359,-0.219182797558847,0.164815872790394,0.0882717986344579,0.342128721896887,0.606506126926846,0.0728375980010209,0.200262075581117,0.0143938851350426,0.228095978316476,0.367358740056424,0.63093331658022,0.0552806933511912,0.000233506675691162,"ZGA2"
